# Time-averaged data for fix aveRg
# TimeStep c_Rg
1370000 12.9927
1380000 12.9647
1390000 12.9359
1400000 12.9055
1410000 12.876
1420000 12.8469
1430000 12.8176
1440000 12.7894
1450000 12.7605
1460000 12.7326
1470000 12.7068
1480000 12.6816
1490000 12.6537
1500000 12.6271
1510000 12.601
1520000 12.5745
1530000 12.5497
1540000 12.5249
1550000 12.4983
1560000 12.4719
1570000 12.4447
1580000 12.4169
1590000 12.3896
1600000 12.3631
1610000 12.3368
1620000 12.3109
1630000 12.2863
1640000 12.2621
1650000 12.2391
1660000 12.2188
1670000 12.1976
1680000 12.1772
1690000 12.1575
1700000 12.1366
1710000 12.1163
1720000 12.0951
1730000 12.0772
1740000 12.0599
1750000 12.0433
1760000 12.0254
1770000 12.0082
1780000 11.9889
1790000 11.968
1800000 11.9484
1810000 11.9286
1820000 11.9091
1830000 11.8897
1840000 11.8701
1850000 11.8506
1860000 11.8335
1870000 11.8186
1880000 11.8046
1890000 11.7917
1900000 11.7797
1910000 11.7701
1920000 11.7608
1930000 11.7538
1940000 11.7478
1950000 11.7423
1960000 11.7366
1970000 11.7302
1980000 11.7229
1990000 11.7157
2000000 11.708
2010000 11.6987
2020000 11.6899
2030000 11.6818
2040000 11.6754
2050000 11.668
2060000 11.6583
2070000 11.6486
2080000 11.6369
2090000 11.6238
2100000 11.6099
2110000 11.5962
2120000 11.5821
2130000 11.5681
2140000 11.5532
2150000 11.5386
2160000 11.5225
2170000 11.5065
2180000 11.492
2190000 11.4791
2200000 11.467
2210000 11.4564
2220000 11.4457
2230000 11.4359
2240000 11.4245
2250000 11.4127
2260000 11.4004
2270000 11.3893
2280000 11.3784
2290000 11.3667
2300000 11.3539
2310000 11.3404
2320000 11.3266
2330000 11.3128
2340000 11.2993
2350000 11.2861
2360000 11.2725
2370000 11.2585
2380000 11.2449
2390000 11.2328
2400000 11.2198
2410000 11.2056
2420000 11.1893
2430000 11.1726
2440000 11.1564
2450000 11.139
2460000 11.1227
2470000 11.1068
2480000 11.0928
2490000 11.079
2500000 11.0649
2510000 11.0517
2520000 11.0393
2530000 11.0283
2540000 11.0185
2550000 11.0094
2560000 10.999
2570000 10.9891
2580000 10.9806
2590000 10.9715
2600000 10.9625
2610000 10.9518
2620000 10.9407
2630000 10.9306
2640000 10.9189
2650000 10.9061
2660000 10.8918
2670000 10.8773
2680000 10.862
2690000 10.847
2700000 10.8326
2710000 10.8186
2720000 10.8037
2730000 10.7877
2740000 10.7726
2750000 10.7563
2760000 10.7405
2770000 10.7256
2780000 10.7118
2790000 10.6979
2800000 10.6842
2810000 10.6703
2820000 10.6566
2830000 10.6417
2840000 10.6246
2850000 10.6069
2860000 10.5895
2870000 10.5729
2880000 10.557
2890000 10.5416
2900000 10.5274
2910000 10.5141
2920000 10.5006
2930000 10.488
2940000 10.4775
2950000 10.4684
2960000 10.4602
2970000 10.4523
2980000 10.444
2990000 10.4354
3000000 10.4282
3010000 10.4223
3020000 10.4178
3030000 10.4123
3040000 10.4074
3050000 10.4023
3060000 10.3966
3070000 10.3902
3080000 10.3836
3090000 10.3772
3100000 10.3706
3110000 10.363
3120000 10.3537
3130000 10.3446
3140000 10.3341
3150000 10.3223
3160000 10.3099
3170000 10.2974
3180000 10.2854
3190000 10.2732
3200000 10.2618
3210000 10.2513
3220000 10.2424
3230000 10.2339
3240000 10.2261
3250000 10.2185
3260000 10.2099
3270000 10.2001
3280000 10.1896
3290000 10.1783
3300000 10.1664
3310000 10.1552
3320000 10.1445
3330000 10.1353
3340000 10.1259
3350000 10.1155
3360000 10.104
3370000 10.0915
3380000 10.0799
3390000 10.07
3400000 10.0594
3410000 10.051
3420000 10.0419
3430000 10.0334
3440000 10.0272
3450000 10.0204
3460000 10.0129
3470000 10.0055
3480000 9.99867
3490000 9.99183
3500000 9.98458
3510000 9.97698
3520000 9.9695
3530000 9.96233
3540000 9.95545
3550000 9.94921
3560000 9.9429
3570000 9.93602
3580000 9.92913
3590000 9.92207
3600000 9.91468
3610000 9.90715
3620000 9.89857
3630000 9.88935
3640000 9.87956
3650000 9.86958
3660000 9.85914
3670000 9.84782
3680000 9.83711
3690000 9.82708
3700000 9.81641
3710000 9.80558
3720000 9.79426
3730000 9.78293
3740000 9.77139
3750000 9.76015
3760000 9.7494
3770000 9.73951
3780000 9.73027
3790000 9.72151
3800000 9.71302
3810000 9.705
3820000 9.69715
3830000 9.68881
3840000 9.68001
3850000 9.67176
3860000 9.66309
3870000 9.65454
3880000 9.64618
3890000 9.63719
3900000 9.62645
3910000 9.61632
3920000 9.60539
3930000 9.59331
3940000 9.58092
3950000 9.5683
3960000 9.55529
3970000 9.54195
3980000 9.52875
3990000 9.5165
4000000 9.50504
4010000 9.49398
4020000 9.48306
4030000 9.47276
4040000 9.46217
4050000 9.45246
4060000 9.44318
4070000 9.43315
4080000 9.42251
4090000 9.41193
4100000 9.40222
4110000 9.39293
4120000 9.3834
4130000 9.37272
4140000 9.36228
4150000 9.35123
4160000 9.34066
4170000 9.3307
4180000 9.32135
4190000 9.31289
4200000 9.30427
4210000 9.29513
4220000 9.28642
4230000 9.27778
4240000 9.26826
4250000 9.25851
4260000 9.24844
4270000 9.23828
4280000 9.22899
4290000 9.22003
4300000 9.21201
4310000 9.20438
4320000 9.19675
4330000 9.18945
4340000 9.18218
4350000 9.17534
4360000 9.16894
4370000 9.16162
4380000 9.15404
4390000 9.14636
4400000 9.1383
4410000 9.12994
4420000 9.12117
4430000 9.11248
4440000 9.10413
4450000 9.09626
4460000 9.08907
4470000 9.08211
4480000 9.07466
4490000 9.06673
4500000 9.05938
4510000 9.05208
4520000 9.0446
4530000 9.03732
4540000 9.03027
4550000 9.0233
4560000 9.01562
4570000 9.00758
4580000 8.99941
4590000 8.99298
4600000 8.98767
4610000 8.98314
4620000 8.97836
4630000 8.97203
4640000 8.96508
4650000 8.95826
4660000 8.95176
4670000 8.94558
4680000 8.94035
4690000 8.93583
4700000 8.931
4710000 8.92579
4720000 8.92046
4730000 8.91498
4740000 8.90938
4750000 8.90453
4760000 8.90005
4770000 8.89612
4780000 8.89207
4790000 8.88791
4800000 8.8837
4810000 8.87952
4820000 8.8757
4830000 8.87218
4840000 8.86807
4850000 8.86335
4860000 8.85869
4870000 8.8541
4880000 8.84883
4890000 8.84444
4900000 8.84067
4910000 8.83688
4920000 8.83321
4930000 8.83035
4940000 8.8283
4950000 8.82586
4960000 8.82242
4970000 8.8189
4980000 8.81583
4990000 8.81274
5000000 8.80995
5010000 8.80655
5020000 8.80301
5030000 8.79976
5040000 8.79705
5050000 8.79402
5060000 8.79073
5070000 8.78735
5080000 8.78296
5090000 8.77856
5100000 8.77407
5110000 8.76908
5120000 8.76425
5130000 8.75989
5140000 8.75566
5150000 8.75167
5160000 8.74874
5170000 8.74714
5180000 8.74568
5190000 8.74451
5200000 8.74387
5210000 8.74283
5220000 8.74083
5230000 8.73863
5240000 8.73611
5250000 8.73307
5260000 8.7291
5270000 8.72489
5280000 8.72043
5290000 8.71625
5300000 8.71317
5310000 8.71053
5320000 8.70771
5330000 8.70403
5340000 8.70091
5350000 8.69851
5360000 8.69615
5370000 8.69423
5380000 8.69295
5390000 8.69225
5400000 8.69207
5410000 8.69136
5420000 8.6913
5430000 8.69183
5440000 8.69248
5450000 8.69324
5460000 8.69305
5470000 8.69284
5480000 8.69304
5490000 8.69317
5500000 8.69376
5510000 8.69461
5520000 8.69554
5530000 8.69648
5540000 8.69789
5550000 8.69903
5560000 8.70035
5570000 8.70203
5580000 8.70396
5590000 8.70566
5600000 8.70737
5610000 8.70969
5620000 8.71244
5630000 8.7151
5640000 8.71884
5650000 8.72275
5660000 8.72681
5670000 8.73097
5680000 8.73595
5690000 8.74066
5700000 8.74493
5710000 8.74942
5720000 8.75427
5730000 8.75893
5740000 8.76336
5750000 8.76797
5760000 8.77239
5770000 8.77667
5780000 8.78127
5790000 8.78569
5800000 8.79005
5810000 8.79386
5820000 8.79741
5830000 8.80079
5840000 8.80433
5850000 8.80743
5860000 8.81051
5870000 8.81383
5880000 8.81737
5890000 8.82121
5900000 8.82482
5910000 8.82827
5920000 8.83191
5930000 8.83582
5940000 8.83989
5950000 8.8436
5960000 8.847
5970000 8.85001
5980000 8.85279
5990000 8.85507
6000000 8.8574
6010000 8.85934
6020000 8.8613
6030000 8.86264
6040000 8.86356
6050000 8.86409
6060000 8.86428
6070000 8.86442
6080000 8.86448
6090000 8.86496
6100000 8.86557
6110000 8.8661
6120000 8.86657
6130000 8.86737
6140000 8.86824
6150000 8.86917
6160000 8.86992
6170000 8.87083
6180000 8.87156
6190000 8.87303
6200000 8.87467
6210000 8.87654
6220000 8.87803
6230000 8.87932
6240000 8.88114
6250000 8.88326
6260000 8.88534
6270000 8.88758
6280000 8.88973
6290000 8.89228
6300000 8.89502
6310000 8.89732
6320000 8.89929
6330000 8.90102
6340000 8.90233
6350000 8.90343
6360000 8.90428
6370000 8.90499
6380000 8.90591
6390000 8.90647
6400000 8.90589
6410000 8.90519
6420000 8.90441
6430000 8.90329
6440000 8.90225
6450000 8.90054
6460000 8.89853
6470000 8.89682
6480000 8.8946
6490000 8.89295
6500000 8.89182
6510000 8.89047
6520000 8.88948
6530000 8.88873
6540000 8.88773
6550000 8.88649
6560000 8.88482
6570000 8.88335
6580000 8.88162
6590000 8.87965
6600000 8.87759
6610000 8.87591
6620000 8.87463
6630000 8.87296
6640000 8.87102
6650000 8.86864
6660000 8.86652
6670000 8.86496
6680000 8.86347
6690000 8.862
6700000 8.86063
6710000 8.85962
6720000 8.85871
6730000 8.85784
6740000 8.85659
6750000 8.85556
6760000 8.8544
6770000 8.85347
6780000 8.85298
6790000 8.85307
6800000 8.85304
6810000 8.85301
6820000 8.8531
6830000 8.85342
6840000 8.85343
6850000 8.85319
6860000 8.85283
6870000 8.85239
6880000 8.85209
6890000 8.85204
6900000 8.85249
6910000 8.85331
6920000 8.85438
6930000 8.85532
6940000 8.85606
6950000 8.85664
6960000 8.85745
6970000 8.85795
6980000 8.85822
6990000 8.85845
7000000 8.85889
7010000 8.85868
7020000 8.85783
7030000 8.8565
7040000 8.8556
7050000 8.85484
7060000 8.85413
7070000 8.85333
7080000 8.85211
7090000 8.8505
7100000 8.84919
7110000 8.84828
7120000 8.84763
7130000 8.84778
7140000 8.84799
7150000 8.84813
7160000 8.84741
7170000 8.84687
7180000 8.84675
7190000 8.84669
7200000 8.84666
7210000 8.84619
7220000 8.84523
7230000 8.84488
7240000 8.8453
7250000 8.84646
7260000 8.84733
7270000 8.84839
7280000 8.84946
7290000 8.85096
7300000 8.85201
7310000 8.85303
7320000 8.85442
7330000 8.85563
7340000 8.85666
7350000 8.85765
7360000 8.85894
7370000 8.86003
7380000 8.86054
7390000 8.86118
7400000 8.86184
7410000 8.86211
7420000 8.86267
7430000 8.86329
7440000 8.86394
7450000 8.86485
7460000 8.86609
7470000 8.86776
7480000 8.86947
7490000 8.87117
7500000 8.87271
7510000 8.87346
7520000 8.8737
7530000 8.87385
7540000 8.87415
7550000 8.87429
7560000 8.87497
7570000 8.87588
7580000 8.87665
7590000 8.87678
7600000 8.87659
7610000 8.87668
7620000 8.8767
7630000 8.87639
7640000 8.87593
7650000 8.8749
7660000 8.8737
7670000 8.8725
7680000 8.87127
7690000 8.87004
7700000 8.86906
7710000 8.86845
7720000 8.8679
7730000 8.86715
7740000 8.86689
7750000 8.86658
7760000 8.86571
7770000 8.86498
7780000 8.86422
7790000 8.86355
7800000 8.8631
7810000 8.86297
7820000 8.86312
7830000 8.86301
7840000 8.86278
7850000 8.86267
7860000 8.86263
7870000 8.86207
7880000 8.86114
7890000 8.86008
7900000 8.85893
7910000 8.85801
7920000 8.85741
7930000 8.8566
7940000 8.85571
7950000 8.8549
7960000 8.85402
7970000 8.85303
7980000 8.85194
7990000 8.8502
8000000 8.84839
8010000 8.84668
8020000 8.84468
8030000 8.84249
8040000 8.84016
8050000 8.83776
8060000 8.83569
8070000 8.83416
8080000 8.83247
8090000 8.83033
8100000 8.82792
8110000 8.82531
8120000 8.82253
8130000 8.8199
8140000 8.81749
8150000 8.81514
8160000 8.81292
8170000 8.8108
8180000 8.8082
8190000 8.80542
8200000 8.80272
8210000 8.79992
8220000 8.7974
8230000 8.79529
8240000 8.79287
8250000 8.79039
8260000 8.78809
8270000 8.78564
8280000 8.78339
8290000 8.78118
8300000 8.77912
8310000 8.77742
8320000 8.77612
8330000 8.77509
8340000 8.77477
8350000 8.77509
8360000 8.7755
8370000 8.77563
8380000 8.77603
8390000 8.77682
8400000 8.7776
8410000 8.77823
8420000 8.77851
8430000 8.77844
8440000 8.77863
8450000 8.77872
8460000 8.77883
8470000 8.77903
8480000 8.77947
8490000 8.77962
8500000 8.77942
8510000 8.77894
8520000 8.77826
8530000 8.77746
8540000 8.77669
8550000 8.7761
8560000 8.77566
8570000 8.77512
8580000 8.77485
8590000 8.77471
8600000 8.77464
8610000 8.77462
8620000 8.77468
8630000 8.77493
8640000 8.77529
8650000 8.77569
8660000 8.77588
8670000 8.77565
8680000 8.77582
8690000 8.77622
8700000 8.77656
8710000 8.77728
8720000 8.77785
8730000 8.77859
8740000 8.77984
8750000 8.78114
8760000 8.78231
8770000 8.78326
8780000 8.78438
8790000 8.78576
8800000 8.78683
8810000 8.78779
8820000 8.78856
8830000 8.78943
8840000 8.79039
8850000 8.79154
8860000 8.79257
8870000 8.79342
8880000 8.79425
8890000 8.79509
8900000 8.79597
8910000 8.79683
8920000 8.79755
8930000 8.79807
8940000 8.79847
8950000 8.79907
8960000 8.7997
8970000 8.80008
8980000 8.80071
8990000 8.80149
9000000 8.80199
9010000 8.80205
9020000 8.80194
9030000 8.8016
9040000 8.801
9050000 8.80052
9060000 8.79979
9070000 8.79848
9080000 8.79721
9090000 8.79555
9100000 8.79408
9110000 8.79248
9120000 8.79122
9130000 8.7901
9140000 8.78917
9150000 8.78885
9160000 8.78853
9170000 8.78805
9180000 8.78759
9190000 8.78722
9200000 8.78712
9210000 8.7876
9220000 8.78837
9230000 8.78904
9240000 8.78998
9250000 8.79089
9260000 8.79153
9270000 8.79181
9280000 8.79199
9290000 8.79244
9300000 8.79312
9310000 8.79328
9320000 8.7934
9330000 8.79345
9340000 8.79323
9350000 8.79294
9360000 8.79282
9370000 8.79271
9380000 8.79246
9390000 8.79215
9400000 8.79166
9410000 8.79138
9420000 8.79097
9430000 8.79076
9440000 8.79066
9450000 8.79033
9460000 8.78936
9470000 8.78849
9480000 8.78803
9490000 8.78789
9500000 8.78811
9510000 8.78852
9520000 8.78844
9530000 8.78841
9540000 8.78818
9550000 8.78801
9560000 8.78758
9570000 8.7873
9580000 8.78718
9590000 8.78733
9600000 8.7876
9610000 8.78785
9620000 8.78753
9630000 8.7873
9640000 8.78721
9650000 8.78674
9660000 8.78592
9670000 8.78531
9680000 8.78525
9690000 8.78567
9700000 8.78641
9710000 8.78725
9720000 8.78815
9730000 8.78876
9740000 8.78978
9750000 8.79085
9760000 8.79186
9770000 8.79236
9780000 8.79303
9790000 8.79359
9800000 8.79443
9810000 8.79534
9820000 8.79608
9830000 8.79669
9840000 8.79721
9850000 8.79769
9860000 8.79805
9870000 8.79884
9880000 8.79966
9890000 8.80072
9900000 8.80186
9910000 8.80262
9920000 8.803
9930000 8.8034
9940000 8.80379
9950000 8.80395
9960000 8.80381
9970000 8.80379
9980000 8.80351
9990000 8.80311
10000000 8.80261
10010000 8.80232
10020000 8.78586
10030000 8.76993
10040000 8.75415
10050000 8.73916
10060000 8.72502
10070000 8.71158
10080000 8.6989
10090000 8.6862
10100000 8.67388
10110000 8.66223
10120000 8.65105
10130000 8.63982
10140000 8.62838
10150000 8.6169
10160000 8.60542
10170000 8.59388
10180000 8.58245
10190000 8.57109
10200000 8.56033
10210000 8.54986
10220000 8.53975
10230000 8.52981
10240000 8.51985
10250000 8.51084
10260000 8.50224
10270000 8.49339
10280000 8.48489
10290000 8.47675
10300000 8.46923
10310000 8.46225
10320000 8.45501
10330000 8.44779
10340000 8.44105
10350000 8.43471
10360000 8.42849
10370000 8.42284
10380000 8.41748
10390000 8.41146
10400000 8.40485
10410000 8.39824
10420000 8.39152
10430000 8.38477
10440000 8.37831
10450000 8.37153
10460000 8.36467
10470000 8.35829
10480000 8.35214
10490000 8.34625
10500000 8.3402
10510000 8.33399
10520000 8.32819
10530000 8.32251
10540000 8.31697
10550000 8.31158
10560000 8.30605
10570000 8.30011
10580000 8.294
10590000 8.28768
10600000 8.28122
10610000 8.27471
10620000 8.26797
10630000 8.26175
10640000 8.2561
10650000 8.2501
10660000 8.24409
10670000 8.23827
10680000 8.23249
10690000 8.22678
10700000 8.22103
10710000 8.21502
10720000 8.20885
10730000 8.20243
10740000 8.19581
10750000 8.18989
10760000 8.18397
10770000 8.17803
10780000 8.17194
10790000 8.16624
10800000 8.16023
10810000 8.15413
10820000 8.14758
10830000 8.14143
10840000 8.13567
10850000 8.12885
10860000 8.1219
10870000 8.11493
10880000 8.10781
10890000 8.10088
10900000 8.09391
10910000 8.08696
10920000 8.07987
10930000 8.07321
10940000 8.06653
10950000 8.05995
10960000 8.05354
10970000 8.04666
10980000 8.03973
10990000 8.03265
11000000 8.02583
11010000 8.01942
11020000 8.01318
11030000 8.00689
11040000 8.00088
11050000 7.99498
11060000 7.98889
11070000 7.98283
11080000 7.97642
11090000 7.97005
11100000 7.96421
11110000 7.95896
11120000 7.95378
11130000 7.94844
11140000 7.94313
11150000 7.93785
11160000 7.9331
11170000 7.92832
11180000 7.92361
11190000 7.9187
11200000 7.91379
11210000 7.90882
11220000 7.90363
11230000 7.8985
11240000 7.89314
11250000 7.88729
11260000 7.88164
11270000 7.87617
11280000 7.87073
11290000 7.86568
11300000 7.86115
11310000 7.85655
11320000 7.85179
11330000 7.84743
11340000 7.84344
11350000 7.83969
11360000 7.83667
11370000 7.83377
11380000 7.8308
11390000 7.82821
11400000 7.82586
11410000 7.82344
11420000 7.82108
11430000 7.81881
11440000 7.81646
11450000 7.81403
11460000 7.81144
11470000 7.80847
11480000 7.80542
11490000 7.80301
11500000 7.80036
11510000 7.79741
11520000 7.79455
11530000 7.79133
11540000 7.78821
11550000 7.78559
11560000 7.78279
11570000 7.77984
11580000 7.77726
11590000 7.77483
11600000 7.77188
11610000 7.76911
11620000 7.76655
11630000 7.76409
11640000 7.76186
11650000 7.75978
11660000 7.75736
11670000 7.75538
11680000 7.75344
11690000 7.75172
11700000 7.75022
11710000 7.74865
11720000 7.74755
11730000 7.74591
11740000 7.744
11750000 7.74215
11760000 7.74086
11770000 7.73978
11780000 7.73918
11790000 7.73883
11800000 7.73846
11810000 7.73814
11820000 7.73818
11830000 7.73826
11840000 7.73807
11850000 7.73752
11860000 7.73633
11870000 7.73464
11880000 7.73294
11890000 7.73104
11900000 7.72875
11910000 7.72602
11920000 7.72302
11930000 7.71946
11940000 7.71545
11950000 7.71121
11960000 7.70701
11970000 7.70322
11980000 7.69961
11990000 7.69607
12000000 7.69288
12010000 7.69019
12020000 7.68728
12030000 7.68424
12040000 7.68113
12050000 7.67802
12060000 7.6749
12070000 7.67198
12080000 7.66934
12090000 7.66652
12100000 7.664
12110000 7.66188
12120000 7.66012
12130000 7.65881
12140000 7.65778
12150000 7.6568
12160000 7.65626
12170000 7.65576
12180000 7.65482
12190000 7.65368
12200000 7.65184
12210000 7.64928
12220000 7.64623
12230000 7.643
12240000 7.63985
12250000 7.63685
12260000 7.63402
12270000 7.63093
12280000 7.62829
12290000 7.62609
12300000 7.62425
12310000 7.62312
12320000 7.62215
12330000 7.62163
12340000 7.621
12350000 7.62046
12360000 7.62022
12370000 7.62015
12380000 7.6201
12390000 7.62001
12400000 7.62006
12410000 7.61987
12420000 7.62021
12430000 7.62091
12440000 7.62178
12450000 7.62327
12460000 7.62457
12470000 7.6259
12480000 7.62646
12490000 7.62687
12500000 7.62746
12510000 7.62809
12520000 7.62848
12530000 7.62815
12540000 7.62718
12550000 7.62603
12560000 7.62541
12570000 7.62433
12580000 7.6228
12590000 7.62202
12600000 7.62132
12610000 7.62088
12620000 7.62046
12630000 7.6196
12640000 7.61935
12650000 7.61924
12660000 7.61947
12670000 7.62004
12680000 7.62078
12690000 7.62107
12700000 7.62142
12710000 7.62223
12720000 7.62346
12730000 7.62537
12740000 7.62711
12750000 7.6294
12760000 7.63206
12770000 7.63435
12780000 7.63618
12790000 7.63814
12800000 7.63973
12810000 7.64145
12820000 7.64321
12830000 7.6455
12840000 7.64822
12850000 7.65093
12860000 7.65328
12870000 7.65534
12880000 7.65707
12890000 7.65862
12900000 7.65957
12910000 7.66039
12920000 7.66143
12930000 7.66226
12940000 7.66239
12950000 7.66227
12960000 7.66204
12970000 7.66166
12980000 7.66158
12990000 7.66128
13000000 7.66066
13010000 7.65976
13020000 7.65893
13030000 7.65826
13040000 7.65713
13050000 7.65676
13060000 7.65638
13070000 7.65548
13080000 7.65451
13090000 7.65326
13100000 7.65239
13110000 7.6514
13120000 7.65093
13130000 7.65048
13140000 7.6502
13150000 7.65031
13160000 7.65044
13170000 7.65067
13180000 7.65074
13190000 7.65069
13200000 7.65021
13210000 7.64928
13220000 7.64802
13230000 7.64674
13240000 7.64533
13250000 7.64419
13260000 7.64365
13270000 7.64387
13280000 7.64447
13290000 7.64539
13300000 7.6466
13310000 7.64771
13320000 7.64868
13330000 7.64936
13340000 7.65003
13350000 7.65098
13360000 7.65206
13370000 7.65359
13380000 7.65492
13390000 7.65545
13400000 7.65584
13410000 7.65547
13420000 7.65494
13430000 7.65401
13440000 7.65218
13450000 7.6502
13460000 7.64858
13470000 7.64718
13480000 7.64538
13490000 7.64328
13500000 7.64138
13510000 7.6399
13520000 7.63853
13530000 7.63721
13540000 7.63604
13550000 7.63478
13560000 7.63362
13570000 7.63255
13580000 7.63117
13590000 7.62961
13600000 7.62829
13610000 7.62685
13620000 7.62619
13630000 7.62589
13640000 7.62599
13650000 7.62609
13660000 7.62629
13670000 7.62648
13680000 7.6265
13690000 7.62588
13700000 7.62602
13710000 7.62623
13720000 7.62637
13730000 7.62666
13740000 7.62709
13750000 7.62767
13760000 7.62834
13770000 7.62883
13780000 7.62892
13790000 7.62889
13800000 7.62876
13810000 7.62857
13820000 7.62826
13830000 7.62803
13840000 7.62761
13850000 7.62696
13860000 7.6261
13870000 7.625
13880000 7.62394
13890000 7.62322
13900000 7.6231
13910000 7.62263
13920000 7.62256
13930000 7.6231
13940000 7.62363
13950000 7.62467
13960000 7.62609
13970000 7.62787
13980000 7.63012
13990000 7.63207
14000000 7.6335
14010000 7.63509
14020000 7.637
14030000 7.639
14040000 7.64094
14050000 7.6426
14060000 7.64427
14070000 7.64638
14080000 7.64869
14090000 7.65134
14100000 7.65371
14110000 7.65591
14120000 7.65808
14130000 7.66063
14140000 7.66331
14150000 7.66611
14160000 7.66872
14170000 7.67154
14180000 7.6742
14190000 7.67668
14200000 7.6795
14210000 7.68292
14220000 7.68619
14230000 7.68952
14240000 7.69343
14250000 7.69775
14260000 7.70229
14270000 7.70663
14280000 7.71036
14290000 7.71427
14300000 7.71795
14310000 7.72157
14320000 7.72502
14330000 7.72823
14340000 7.73185
14350000 7.73543
14360000 7.73852
14370000 7.74161
14380000 7.74478
14390000 7.74789
14400000 7.75117
14410000 7.75479
14420000 7.7582
14430000 7.76141
14440000 7.76461
14450000 7.7681
14460000 7.77143
14470000 7.77469
14480000 7.77814
14490000 7.7815
14500000 7.78463
14510000 7.7876
14520000 7.79085
14530000 7.79425
14540000 7.79743
14550000 7.80047
14560000 7.80372
14570000 7.80715
14580000 7.81058
14590000 7.81325
14600000 7.81572
14610000 7.8177
14620000 7.81974
14630000 7.82256
14640000 7.82587
14650000 7.82913
14660000 7.83222
14670000 7.8348
14680000 7.83691
14690000 7.83895
14700000 7.84125
14710000 7.84435
14720000 7.84767
14730000 7.85096
14740000 7.85399
14750000 7.8564
14760000 7.85827
14770000 7.85963
14780000 7.86107
14790000 7.86303
14800000 7.86547
14810000 7.86817
14820000 7.87034
14830000 7.87264
14840000 7.87516
14850000 7.8775
14860000 7.87961
14870000 7.88168
14880000 7.88392
14890000 7.88563
14900000 7.88713
14910000 7.88846
14920000 7.88964
14930000 7.89041
14940000 7.89071
14950000 7.89097
14960000 7.89149
14970000 7.89238
14980000 7.89302
14990000 7.89372
15000000 7.89412
15010000 7.89479
15020000 7.89528
15030000 7.8959
15040000 7.89591
15050000 7.89586
15060000 7.89602
15070000 7.89602
15080000 7.89638
15090000 7.89696
15100000 7.89756
15110000 7.89862
15120000 7.89998
15130000 7.90087
15140000 7.90136
15150000 7.90167
15160000 7.9011
15170000 7.89998
15180000 7.89888
15190000 7.89785
15200000 7.8968
15210000 7.89591
15220000 7.89583
15230000 7.89604
15240000 7.89634
15250000 7.89681
15260000 7.89787
15270000 7.89916
15280000 7.90096
15290000 7.9023
15300000 7.90272
15310000 7.90298
15320000 7.90295
15330000 7.90338
15340000 7.90365
15350000 7.90349
15360000 7.90311
15370000 7.90202
15380000 7.90078
15390000 7.89964
15400000 7.89827
15410000 7.89713
15420000 7.89579
15430000 7.89459
15440000 7.89365
15450000 7.89264
15460000 7.89226
15470000 7.89196
15480000 7.89154
15490000 7.89132
15500000 7.89053
15510000 7.88947
15520000 7.88818
15530000 7.88675
15540000 7.88507
15550000 7.88381
15560000 7.88264
15570000 7.88114
15580000 7.87918
15590000 7.877
15600000 7.87503
15610000 7.87302
15620000 7.8706
15630000 7.86834
15640000 7.86592
15650000 7.86346
